fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2018-03-31,USD,1307000000,10339000000,7636000000,7727000000,-2126000000,3191000000,None,3433000000,None,1841000000,2462000000,621000000,7877000000,None,None,348000000,2082000000,448000000,621000000,1634000000,1681000000,2703000000,None,1634000000,AXP
2017-12-31,USD,2105000000,10287000000,7018000000,7878000000,-6664000000,7635000000,None,8769000000,None,1739000000,2319000000,580000000,7968000000,None,None,368000000,1798000000,3004000000,580000000,-1197000000,-1318000000,2378000000,None,-1206000000,AXP
2017-09-30,USD,1058000000,9858000000,6609000000,7513000000,-922000000,1766000000,None,1980000000,None,1677000000,2245000000,568000000,7613000000,None,None,338000000,1831000000,472000000,567000000,1356000000,1471000000,2399000000,None,1359000000,AXP
2017-06-30,USD,1365000000,9693000000,6358000000,7244000000,-575000000,1777000000,None,1940000000,None,1533000000,2054000000,521000000,7639000000,None,None,319000000,1957000000,613000000,522000000,1340000000,1386000000,2478000000,None,1344000000,AXP
2017-03-31,USD,1244000000,9152000000,6072000000,6869000000,-771000000,1802000000,None,2015000000,None,1502000000,1945000000,443000000,7207000000,None,None,296000000,1839000000,588000000,443000000,1237000000,1565000000,2282000000,None,1251000000,AXP
2016-12-31,USD,536000000,8436000000,6861000000,7620000000,-2686000000,1953000000,None,3222000000,None,1416000000,1830000000,414000000,9925000000,None,None,285000000,1140000000,315000000,413000000,825000000,626000000,1554000000,None,825000000,AXP
2021-09-30,USD,1162000000,1512000000,350000000,350000000,74000000,730000000,358000000,1088000000,None,-7000000,-2000000,7000000,1512000000,1000000,83000000,20000000,67890000,5000000,7000000,63000000,41000000,74890000,94890000,62890000,NOW
2021-06-30,USD,1080000000,1409000000,329000000,329000000,51000000,696000000,333000000,1029000000,None,-7000000,-2000000,7000000,1409000000,6000000,78000000,16000000,50000000,-9000000,7000000,59000000,73000000,57000000,73000000,59000000,NOW
2021-03-31,USD,1061000000,1360000000,299000000,299000000,97000000,650000000,314000000,964000000,None,-7000000,6000000,7000000,1360000000,9000000,71000000,83000000,99000000,17000000,7000000,82000000,44000000,106000000,189000000,82000000,NOW
2020-12-31,USD,971226000,1250330000,279104000,279104000,17930000,668999000,284297000,953296000,None,-7746000,-4570000,7746000,1245376000,3138000,65000000,71440000,13360000,-3288000,12700000,16648000,59302000,21106000,92546000,16648000,NOW
2020-09-30,USD,900000000,1151972000,252000000,251704000,69000000,562644000,268000000,831000000,None,-8000000,-3057000,8000000,1151972000,-35919000,58000000,10000000,25433000,13000000,8000000,12858000,35000000,33433000,43433000,12858000,NOW
2020-06-30,USD,838000000,1070842000,233000000,232939000,63000000,530556000,245000000,775000000,None,-8488000,-488000,8000000,1070842000,8252000,51000000,15000000,62030000,21000000,8488000,40766000,86000000,70518000,85518000,41000000,NOW
2020-03-31,USD,823000000,1046000000,223000000,223366000,49000000,546982000,227000000,774000000,None,-8570000,430000,9000000,1046340000,7597000,51000000,59781000,48000000,0,8570000,48231000,8000000,57000000,116781000,48000000,NOW
2019-12-31,USD,740321000,951774000,211453000,211453000,28512000,509481000,202328000,711809000,None,-8475000,-192000,8283000,951774000,14149000,49000000,56288000,34186000,-564538000,8475000,598724000,604348000,42469000,98757000,598724000,NOW
2019-09-30,USD,685040000,885833000,200793000,200793000,56324000,438617000,190099000,628716000,None,-8371000,-371000,8000000,885833000,12817000,42000000,9000000,60770000,20172000,8371000,40570000,46687000,68770000,77770000,40598000,NOW
2019-06-30,USD,635757000,833904000,198147000,198147000,-27000000,479337000,183420000,662757000,None,-8269000,14427000,8269000,833904000,18954000,40000000,8000000,-16315000,-5236000,8269000,-11115000,-7860000,-8046000,-46000,-11079000,NOW
2019-03-31,USD,602674000,788926000,186252000,186252000,-15713000,445865000,172522000,618387000,None,-8168000,4215000,8168000,788926000,12425000,37100000,46557000,-11456000,-9911000,8168000,-1545000,12813000,-3288000,43269000,-1545000,NOW
2018-12-31,USD,547279000,715441000,168162000,168162000,278000,398339000,148662000,547001000,None,-8938000,None,8938000,715441000,11700000,34700000,42991000,1955000,-5060000,8938000,7015000,4398000,10893000,53884000,7015000,NOW
2018-09-30,USD,515239000,673097000,157858000,157858000,9568000,370016000,135655000,505671000,None,-11233000,None,11233000,673097000,8895000,31500000,6400000,7230000,-1175000,11233000,8405000,10982000,18463000,24863000,8405000,NOW
2018-06-30,USD,477891000,631056000,153165000,153165000,-31989000,381964000,127916000,509880000,None,-15498000,None,15498000,631056000,8621000,29200000,6100000,-40846000,11900000,15498000,-52746000,-43771000,-25348000,-19248000,-52746000,NOW
2018-03-31,USD,445749000,589222000,143473000,143473000,-20283000,348764000,117268000,466032000,None,-17064000,None,17064000,589222000,26919000,27700000,36119000,-7360000,-17982000,17064000,10622000,-881000,9704000,45823000,10622000,NOW
2017-12-31,USD,414929000,546370000,134164000,134360000,-900000,320583000,104559000,415829000,None,-16813000,None,16813000,549093000,5199000,26300000,40411000,-13152000,4194000,16813000,-27807000,-16532000,3661000,44072000,-17346000,NOW
2017-09-30,USD,364886000,498170000,127486000,127280000,-3910000,279480000,98465000,368796000,None,-16566000,None,16566000,492372000,-2011000,24300000,4800000,-19897000,2285000,16566000,-24188000,-19809000,-3331000,1469000,-22182000,NOW
2017-06-30,USD,326130000,448258000,122128000,121685000,-37794000,298750000,90005000,363924000,None,-11337000,None,11337000,None,-7306000,22200000,4800000,-57616000,-1812000,11337000,-56473000,-40929000,-46279000,-41479000,-55804000,NOW
2017-03-31,USD,312687000,428771000,116084000,116447000,-21792000,258337000,84489000,334479000,None,-8678000,None,8678000,None,15299000,20400000,30880000,-22741000,-1227000,8678000,-40662000,-11136000,-14063000,16817000,-21514000,NOW
2016-12-31,USD,280889000,385666000,105249000,104936000,17037000,230400000,73933000,263852000,None,-8532000,None,8532000,None,355000,19100000,27675000,8787000,3821000,8532000,-32589000,-1350000,17319000,44994000,4966000,NOW
2021-09-30,CNY,31092737000,218708358000,187615621000,187615621000,1993736000,25095000000,4004001000,216714622000,None,-276139000,None,276139000,None,None,None,None,-2616388000,652199000,None,-3268587000,None,1993736000,-2340249000,-2801851000,JD
2021-06-30,CNY,31729594000,253800470000,222070876000,222070876000,213419000,17210345000,3693410000,31516175000,None,-232325000,None,232325000,None,None,None,None,1047148000,569624000,None,477524000,None,213419000,1599841000,797892000,JD
2021-03-31,CNY,29122019000,203176169000,174054150000,174054150000,1576982000,16016774000,4529506000,27545037000,None,-257821000,None,257821000,None,None,None,None,4121987000,479489000,None,3642498000,None,1576982000,4357560000,3620250000,JD
2020-12-31,CNY,31142320000,224328155000,193185835000,193185835000,2030776000,16729873000,4503450000,29111544000,None,662720000,958781000,296061000,None,None,None,None,23949833000,-331722000,None,24281555000,None,23949833000,24289790000,24325451000,JD
